timestamp,open,high,low,close,volume
2017-08-17 04:00:00,301.13,307.96,298.0,307.96,1561.95305
2017-08-17 08:00:00,307.95,312.0,307.0,308.95,1177.71088
2017-08-17 12:00:00,308.95,310.51,303.56,307.06,1882.05267
2017-08-17 16:00:00,307.06,312.18,298.21,301.6,1208.05192
2017-08-17 20:00:00,301.6,309.4,299.01,302.0,221.81356
2017-09-14 08:00:00,268.94,268.98,238.34,238.39,2630.92607
2017-09-14 12:00:00,238.43,253.01,229.77,243.48,3489.76076
2017-09-14 16:00:00,243.48,244.99,221.5,234.22,2018.08109
2017-09-14 20:00:00,234.22,240.49,215.0,215.21,2233.79094
2017-09-15 00:00:00,217.0,237.95,212.11,233.98,1092.33586
2017-10-26 00:00:00,296.35,297.79,295.01,296.5,567.52674
2017-10-26 04:00:00,296.5,297.95,294.21,294.56,1469.11025
2017-10-26 08:00:00,294.74,299.76,294.0,298.3,1096.47502
2017-10-26 12:00:00,298.3,299.2,294.12,295.52,1780.65528
2017-10-26 16:00:00,296.11,297.41,294.01,294.05,664.46031
2017-12-06 16:00:00,430.07,434.6,423.13,423.13,2928.81813
2017-12-06 20:00:00,423.13,424.0,400.0,411.01,5646.56756
2017-12-07 00:00:00,413.5,425.99,401.0,421.98,8218.25196
2017-12-07 04:00:00,421.98,427.61,415.11,421.02,5115.95374
2017-12-07 08:00:00,422.62,425.61,405.0,413.97,3483.24014
2018-01-17 08:00:00,926.97,932.25,843.48,859.96,39625.25617
2018-01-17 12:00:00,857.05,895.0,755.0,782.97,78522.89889
2018-01-17 16:00:00,776.02,935.0,775.0,905.02,75281.60356
2018-01-17 20:00:00,911.99,1070.0,891.0,1000.0,99372.62876
2018-01-18 00:00:00,1000.0,1050.0,958.0,1040.87,37095.65624
2018-02-28 00:00:00,885.5,889.97,880.1,886.21,5832.5913
2018-02-28 04:00:00,886.21,891.0,870.02,874.03,12273.12299
2018-02-28 08:00:00,874.99,879.9,858.99,864.53,10490.05507
2018-02-28 12:00:00,864.53,874.8,854.71,869.19,9805.90283
2018-02-28 16:00:00,869.19,872.0,862.0,866.99,3332.93401
2018-04-10 16:00:00,409.2,411.99,408.5,411.55,6839.11755
2018-04-10 20:00:00,411.55,418.68,407.7,416.07,15897.74735
2018-04-11 00:00:00,415.53,420.0,411.81,413.0,16823.05777
2018-04-11 04:00:00,413.0,419.77,412.77,416.5,12215.12875
2018-04-11 08:00:00,416.14,418.6,414.14,416.14,4900.51157
2018-05-22 08:00:00,686.69,693.46,682.77,683.67,7305.56
2018-05-22 12:00:00,683.7,688.0,677.0,680.04,16066.99749
2018-05-22 16:00:00,680.43,682.71,662.0,666.66,16522.75827
2018-05-22 20:00:00,666.2,666.2,637.32,640.99,33092.21294
2018-05-23 00:00:00,640.86,669.0,625.65,628.33,22941.71613
2018-07-03 00:00:00,472.96,483.63,472.1,480.14,16283.40853
2018-07-03 04:00:00,480.5,486.98,477.38,478.95,28009.29909
2018-07-03 08:00:00,479.37,479.51,462.7,472.38,40143.62293
2018-07-03 12:00:00,472.39,472.5,465.34,468.94,28965.69533
2018-07-03 16:00:00,469.18,470.86,466.0,466.65,16985.07793
2018-08-13 16:00:00,287.43,291.72,284.24,288.7,46105.27471
2018-08-13 20:00:00,288.64,289.95,280.68,283.81,24587.99856
2018-08-14 00:00:00,283.81,283.81,250.0,267.05,123329.19546
2018-08-14 04:00:00,267.2,271.99,261.08,269.22,83398.9076
2018-08-14 08:00:00,269.22,269.39,261.29,265.95,39865.37366
2018-09-24 08:00:00,233.07,235.13,231.0,232.94,36421.315
2018-09-24 12:00:00,233.13,236.4,231.1,233.15,44506.49498
2018-09-24 16:00:00,233.03,237.29,232.91,233.7,40221.14249
2018-09-24 20:00:00,233.77,235.47,225.3,228.06,54062.91076
2018-09-25 00:00:00,228.06,228.1,218.51,219.39,70300.46464
2018-11-05 00:00:00,210.21,210.26,208.45,208.95,11895.69559
2018-11-05 04:00:00,208.91,210.85,208.55,210.46,15159.88701
2018-11-05 08:00:00,210.46,210.55,208.12,209.06,28950.75344
2018-11-05 12:00:00,209.04,213.39,208.93,211.49,36966.80897
2018-11-05 16:00:00,211.52,211.68,207.62,208.46,16752.3684
2018-12-16 16:00:00,85.84,86.81,85.58,86.43,17701.61699
2018-12-16 20:00:00,86.43,86.46,84.23,84.67,32097.86641
2018-12-17 00:00:00,84.68,85.63,84.4,85.12,29297.09963
2018-12-17 04:00:00,85.13,86.57,84.89,86.32,39649.7965
2018-12-17 08:00:00,86.33,86.88,85.77,85.98,19655.22089
2019-01-27 08:00:00,114.87,114.95,113.11,114.18,38359.2352
2019-01-27 12:00:00,114.19,114.26,111.04,113.39,83179.25696
2019-01-27 16:00:00,113.39,114.43,113.39,113.66,27656.4876
2019-01-27 20:00:00,113.69,114.1,111.95,112.05,26405.55298
2019-01-28 00:00:00,112.04,112.87,109.34,110.63,52491.158169999995
2019-03-10 00:00:00,137.12,137.5,136.21,136.5,19094.19088
2019-03-10 04:00:00,136.42,136.69,134.0,134.93,59486.48244
2019-03-10 08:00:00,134.92,135.87,134.71,135.18,29659.56335
2019-03-10 12:00:00,135.19,136.13,134.61,135.29,26648.58537
2019-03-10 16:00:00,135.27,135.49,134.5,134.94,13403.84958
2019-04-20 16:00:00,172.92,173.46,172.12,172.52,14747.17228
2019-04-20 20:00:00,172.55,173.27,169.87,172.88,39625.723490000004
2019-04-21 00:00:00,172.89,173.48,172.35,172.59,23283.50135
2019-04-21 04:00:00,172.59,172.96,170.46,170.73,36314.95474
2019-04-21 08:00:00,170.8,170.98,165.71,167.27,87686.68338
2019-06-01 08:00:00,270.38,270.62,267.32,269.14,25511.33953
2019-06-01 12:00:00,269.16,269.81,260.68,265.69,74309.89625
2019-06-01 16:00:00,265.68,268.08,261.16,263.7,81653.24446
2019-06-01 20:00:00,263.82,269.3,262.24,264.33,72741.83081
2019-06-02 00:00:00,264.33,268.84,263.2,266.84,30194.32664
2019-07-13 00:00:00,272.96,273.45,270.27,271.21,13962.22739
2019-07-13 04:00:00,271.2,272.3,267.96,268.85,29446.805809999998
2019-07-13 08:00:00,268.83,271.1,264.95,266.51,45380.577
2019-07-13 12:00:00,266.55,271.87,265.78,270.61,30349.89847
2019-07-13 16:00:00,270.61,271.8,267.9,268.48,11901.7609
2019-08-23 16:00:00,194.56,194.86,192.55,193.91,8782.46037
2019-08-23 20:00:00,193.83,194.52,191.7,194.02,19623.42534
2019-08-24 00:00:00,194.02,194.09,190.73,192.18,16955.00741
2019-08-24 04:00:00,192.22,192.61,190.2,191.55,19342.96274
2019-08-24 08:00:00,191.55,191.64,186.52,188.59,37445.05792
2019-10-04 08:00:00,172.87,175.45,172.84,174.76,36074.65221
2019-10-04 12:00:00,174.76,176.0,173.71,175.18,49286.68743
2019-10-04 16:00:00,175.18,178.47,174.56,177.49,91627.8494
2019-10-04 20:00:00,177.48,178.98,175.32,175.55,46598.93516
2019-10-05 00:00:00,175.55,175.85,174.08,174.68,22923.08339
2019-11-15 00:00:00,184.36,184.49,180.63,182.18,50862.33375
2019-11-15 04:00:00,182.18,183.66,181.0,182.73,40621.51176
2019-11-15 08:00:00,182.73,186.7,182.69,183.34,112462.62533
2019-11-15 12:00:00,183.34,184.28,177.67,179.9,125552.94409
2019-11-15 16:00:00,179.89,180.36,177.95,179.03,30496.07762
2019-12-26 16:00:00,128.47,132.26,128.1,128.97,59542.50444
2019-12-26 20:00:00,128.92,129.59,124.33,125.58,63726.67663
2019-12-27 00:00:00,125.58,126.63,125.12,126.45,24291.22232
2019-12-27 04:00:00,126.47,126.54,124.47,124.99,37397.85854
2019-12-27 08:00:00,124.99,125.37,124.41,124.83,19153.59599
2020-02-06 08:00:00,208.55,210.99,208.16,210.41,57695.40083
2020-02-06 12:00:00,210.38,216.33,205.19,212.41,220569.02835
2020-02-06 16:00:00,212.4,214.33,210.86,211.83,73276.42712
2020-02-06 20:00:00,211.83,214.26,211.15,213.19,47595.02581
2020-02-07 00:00:00,213.16,220.27,213.14,219.69,82951.94736
2020-03-19 00:00:00,118.27,118.34,115.46,115.92,71251.12964
2020-03-19 04:00:00,115.93,120.1,115.63,118.83,152986.73819
2020-03-19 08:00:00,118.87,125.1,118.3,123.89,293639.28172
2020-03-19 12:00:00,123.88,129.0,123.57,127.99,379154.31039
