symbol,strategy,entry_time,exit_time,entry_price,exit_price,direction,leverage,pnl,pnl_pct,reason
BTCUSDT,B,2025-05-08 15:00:00,2025-05-09 03:00:00,100758.08,102451.04,1,6.860661102045209,1152.7437620207095,0.11527437620207096,WEAK_SIGNAL
BTCUSDT,B,2025-05-09 06:00:00,2025-05-09 18:00:00,103230.11,103176.46,1,8.859042244977946,-46.04156834115742,-0.0046041568341157425,WEAK_SIGNAL
BTCUSDT,B,2025-05-10 02:00:00,2025-05-10 14:00:00,103147.96,103520.41,1,8.77580970973234,316.8797837969692,0.03168797837969692,WEAK_SIGNAL
BTCUSDT,B,2025-05-10 21:00:00,2025-05-11 09:00:00,103756.71,104347.94,1,9.167685346784365,522.3961522661403,0.052239615226614036,WEAK_SIGNAL
BTCUSDT,B,2025-05-11 10:00:00,2025-05-11 22:00:00,104644.0,103793.67,1,9.243204038439817,-751.0964498687453,-0.07510964498687453,WEAK_SIGNAL
