symbol,strategy,entry_time,exit_time,entry_price,exit_price,direction,leverage,pnl,pnl_pct,reason
ETHUSDT,A,2024-12-02 01:00:00,2024-12-02 08:00:00,3732.47,3602.51,1,5.1129344945445565,-1780.2607037993853,-0.17802607037993853,SL
ETHUSDT,A,2024-12-05 00:00:00,2024-12-05 20:00:00,3796.44,3826.2,1,5.176804926530278,405.8057406768979,0.04058057406768979,TRAIL
ETHUSDT,A,2024-12-05 20:00:00,2024-12-06 11:00:00,3826.2,3867.02,1,6.367091540808493,679.2762445658992,0.06792762445658992,WEAK_SIGNAL
ETHUSDT,A,2024-12-06 15:00:00,2024-12-07 07:00:00,3993.02,3985.87,1,6.492492504869327,-116.25617054213537,-0.011625617054213536,TRAIL
ETHUSDT,A,2024-12-07 07:00:00,2024-12-07 16:00:00,3985.87,3997.2,1,7.279034525771315,206.9095609665844,0.020690956096658438,WEAK_SIGNAL
ETHUSDT,A,2024-12-07 21:00:00,2024-12-08 05:00:00,4005.36,3970.82,1,7.347989348469875,-633.6497895224156,-0.06336497895224157,TRAIL
ETHUSDT,A,2024-12-10 17:00:00,2024-12-11 08:00:00,3527.51,3696.5,-1,5.111756230285145,-2336.901624119807,-0.23369016241198068,TRAIL
ETHUSDT,A,2024-12-11 08:00:00,2024-12-11 16:00:00,3696.5,3797.5,-1,5.376356746420554,-1429.9197666582656,-0.14299197666582655,TRAIL
ETHUSDT,A,2024-12-19 19:00:00,2024-12-20 14:00:00,3439.44,3328.54,-1,5.300552639976829,1766.0334193773579,0.17660334193773577,WEAK_SIGNAL
ETHUSDT,A,2024-12-21 12:00:00,2024-12-22 00:00:00,3403.19,3362.37,-1,8.340931680118294,1012.6096508784813,0.10126096508784813,WEAK_SIGNAL
ETHUSDT,A,2024-12-22 03:00:00,2024-12-22 11:00:00,3356.38,3381.03,-1,8.616264875578798,-628.1841012443447,-0.06281841012443447,WEAK_SIGNAL
ETHUSDT,A,2024-12-22 14:00:00,2024-12-22 22:00:00,3277.94,3288.96,-1,8.846852339387603,-296.4229202545826,-0.02964229202545826,WEAK_SIGNAL
ETHUSDT,A,2024-12-22 23:00:00,2024-12-23 07:00:00,3281.83,3305.2,-1,9.027193271999314,-638.2836341722881,-0.0638283634172288,WEAK_SIGNAL
ETHUSDT,A,2024-12-23 15:00:00,2024-12-23 21:00:00,3277.2,3423.01,-1,8.873665236748492,-3779.9162963891504,-0.377991629638915,SL
ETHUSDT,A,2024-12-26 19:00:00,2024-12-27 04:00:00,3339.75,3379.17,-1,5.106773774496938,-595.7351130326949,-0.05957351130326949,TRAIL
ETHUSDT,A,2024-12-27 07:00:00,2024-12-28 05:00:00,3326.02,3348.02,-1,5.3320942998848695,-350.374473860574,-0.0350374473860574,WEAK_SIGNAL
ETHUSDT,A,2024-12-28 06:00:00,2024-12-28 14:00:00,3341.68,3373.2,-1,5.3828461571149155,-502.98621745601514,-0.05029862174560151,TRAIL
ETHUSDT,A,2025-01-05 04:00:00,2025-01-05 12:00:00,3644.3,3614.08,1,5.131884747315773,-425.55650485383535,-0.04255565048538353,WEAK_SIGNAL
ETHUSDT,A,2025-01-06 02:00:00,2025-01-06 10:00:00,3658.46,3637.87,1,5.155141175444184,-290.1339820645776,-0.02901339820645776,WEAK_SIGNAL
ETHUSDT,A,2025-01-06 14:00:00,2025-01-06 22:00:00,3685.47,3678.52,1,5.207543697228127,-98.2030207700384,-0.00982030207700384,WEAK_SIGNAL
ETHUSDT,A,2025-01-07 01:00:00,2025-01-07 09:00:00,3694.55,3661.09,1,5.33610756155908,-483.26902873087914,-0.04832690287308791,WEAK_SIGNAL
ETHUSDT,A,2025-01-09 07:00:00,2025-01-09 15:00:00,3288.71,3320.58,-1,5.111118745667834,-490.55091105901,-0.049055091105901,TRAIL
ETHUSDT,A,2025-01-09 15:00:00,2025-01-10 05:00:00,3320.58,3264.18,-1,5.508836595807491,951.8420675439002,0.09518420675439002,WEAK_SIGNAL
ETHUSDT,A,2025-01-10 13:00:00,2025-01-10 21:00:00,3244.24,3264.85,-1,6.27124250969641,-395.88436873008925,-0.03958843687300893,WEAK_SIGNAL
ETHUSDT,A,2025-01-11 01:00:00,2025-01-11 09:00:00,3245.64,3244.0,-1,6.222961955609739,31.46010359802487,0.0031460103598024867,WEAK_SIGNAL
ETHUSDT,A,2025-01-12 09:00:00,2025-01-12 17:00:00,3238.67,3288.57,-1,5.637874788503889,-855.478070852512,-0.0855478070852512,TRAIL
ETHUSDT,A,2025-01-13 03:00:00,2025-01-13 14:00:00,3242.72,3034.41,-1,5.293558864918031,3633.988970347036,0.36339889703470357,TRAIL
ETHUSDT,A,2025-01-13 14:00:00,2025-01-13 22:00:00,3034.41,3131.96,-1,6.451564004806167,-2009.4447843166697,-0.20094447843166696,TRAIL
ETHUSDT,A,2025-01-28 22:00:00,2025-01-29 06:00:00,3084.16,3147.32,-1,5.109605702586506,-1025.3888901521468,-0.10253888901521467,TRAIL
ETHUSDT,A,2025-01-29 13:00:00,2025-01-29 21:00:00,3102.5,3140.61,-1,5.247165813602841,-636.7218125026803,-0.06367218125026804,TRAIL
ETHUSDT,A,2025-02-02 20:00:00,2025-02-03 04:00:00,2950.64,2452.65,-1,5.222627096283518,10604.106039093342,1.0604106039093342,TRAIL
ETHUSDT,A,2025-02-03 04:00:00,2025-02-03 16:00:00,2452.65,2706.33,-1,8.680199545789945,-8136.454241633477,-0.8136454241633477,WEAK_SIGNAL
ETHUSDT,A,2025-02-03 18:00:00,2025-02-04 02:00:00,2732.7,2801.8,-1,9.169089013810526,-2261.346458898959,-0.22613464588989593,WEAK_SIGNAL
ETHUSDT,A,2025-02-04 05:00:00,2025-02-04 13:00:00,2691.07,2795.88,-1,9.461215051636131,-3546.754329806651,-0.3546754329806651,TRAIL
ETHUSDT,A,2025-02-04 20:00:00,2025-02-05 04:00:00,2733.0,2729.16,-1,9.70377755950015,136.53470602120336,0.013653470602120337,WEAK_SIGNAL
ETHUSDT,A,2025-02-06 15:00:00,2025-02-07 02:00:00,2705.57,2724.9,-1,8.725466242533695,-618.9704666893313,-0.06189704666893312,WEAK_SIGNAL
ETHUSDT,A,2025-02-07 16:00:00,2025-02-08 17:00:00,2693.86,2629.89,-1,8.610017906465112,2094.318946710993,0.20943189467109927,WEAK_SIGNAL
ETHUSDT,A,2025-02-09 21:00:00,2025-02-10 05:00:00,2552.38,2638.4,-1,8.61532947050282,-2808.8638608726974,-0.28088638608726973,TRAIL
ETHUSDT,A,2025-02-11 12:00:00,2025-02-12 08:00:00,2686.03,2629.94,-1,6.35395062561559,1355.1377240194786,0.13551377240194787,WEAK_SIGNAL
ETHUSDT,A,2025-02-12 13:00:00,2025-02-12 21:00:00,2595.48,2682.31,-1,6.710598691878125,-2172.311494255984,-0.2172311494255984,TRAIL
ETHUSDT,A,2025-02-13 06:00:00,2025-02-13 21:00:00,2686.21,2666.99,-1,5.292477027955739,381.4090359443062,0.03814090359443062,WEAK_SIGNAL
ETHUSDT,A,2025-02-25 07:00:00,2025-02-25 19:00:00,2368.11,2471.91,-1,5.357591899549199,-2249.7503516438915,-0.22497503516438913,TRAIL
ETHUSDT,A,2025-02-25 19:00:00,2025-02-26 03:00:00,2471.91,2490.6,-1,7.257971875033254,-544.6538759510597,-0.054465387595105975,WEAK_SIGNAL
ETHUSDT,A,2025-02-26 05:00:00,2025-02-26 18:00:00,2475.48,2293.23,-1,7.48637446435174,5949.650694121852,0.5949650694121852,TRAIL
ETHUSDT,A,2025-02-26 18:00:00,2025-02-27 07:00:00,2293.23,2356.13,-1,8.673470913954556,-2315.497534039896,-0.23154975340398962,WEAK_SIGNAL
ETHUSDT,A,2025-02-27 08:00:00,2025-02-27 23:00:00,2352.26,2307.72,-1,9.13734467185876,1763.5472747326028,0.17635472747326028,WEAK_SIGNAL
ETHUSDT,A,2025-02-28 00:00:00,2025-02-28 15:00:00,2294.8,2223.01,-1,9.85208602661617,3181.6377607423115,0.31816377607423113,WEAK_SIGNAL
ETHUSDT,A,2025-03-01 11:00:00,2025-03-01 19:00:00,2184.42,2223.31,-1,10.0,-1749.1937696497484,-0.17491937696497484,TRAIL
ETHUSDT,A,2025-03-03 14:00:00,2025-03-04 14:00:00,2274.81,2078.81,-1,6.042166897993747,5696.839595762838,0.5696839595762838,TRAIL
ETHUSDT,A,2025-03-04 14:00:00,2025-03-04 22:00:00,2078.81,2166.5,-1,9.68656317146364,-3920.677242121613,-0.3920677242121613,TRAIL
ETHUSDT,A,2025-03-06 17:00:00,2025-03-07 09:00:00,2191.2,2193.46,-1,6.282259365535344,-64.72835687047215,-0.006472835687047216,WEAK_SIGNAL
ETHUSDT,A,2025-03-07 12:00:00,2025-03-08 12:00:00,2178.42,2168.59,-1,6.548433570103952,296.83389665230226,0.029683389665230226,WEAK_SIGNAL
ETHUSDT,A,2025-03-09 10:00:00,2025-03-10 09:00:00,2134.1,2102.02,-1,6.119729912566521,933.9632144086781,0.09339632144086782,TRAIL
ETHUSDT,A,2025-03-10 14:00:00,2025-03-11 08:00:00,2018.96,1907.5,-1,7.974599751585199,4659.758261135975,0.4659758261135975,TRAIL
ETHUSDT,A,2025-03-11 08:00:00,2025-03-11 17:00:00,1907.5,1904.91,-1,10.0,135.96442876566695,0.013596442876566694,WEAK_SIGNAL
ETHUSDT,A,2025-03-12 01:00:00,2025-03-12 09:00:00,1920.6,1894.1,-1,10.0,1399.0813579008554,0.13990813579008554,WEAK_SIGNAL
ETHUSDT,A,2025-03-12 14:00:00,2025-03-12 22:00:00,1860.8,1910.61,-1,10.0,-2607.0207944059675,-0.26070207944059676,WEAK_SIGNAL
ETHUSDT,A,2025-03-13 04:00:00,2025-03-13 12:00:00,1873.79,1897.02,-1,10.0,-1224.5521923859526,-0.12245521923859526,TRAIL
ETHUSDT,A,2025-03-13 17:00:00,2025-03-14 01:00:00,1826.95,1881.6,-1,10.0,-2904.443027210879,-0.2904443027210879,WEAK_SIGNAL
ETHUSDT,A,2025-03-16 10:00:00,2025-03-16 18:00:00,1905.37,1896.11,-1,6.891255262172596,336.54705543306187,0.033654705543306185,TRAIL
ETHUSDT,A,2025-03-16 19:00:00,2025-03-17 03:00:00,1882.74,1908.85,-1,7.0202935336318255,-960.2633217022076,-0.09602633217022076,TRAIL
ETHUSDT,A,2025-03-18 03:00:00,2025-03-18 20:00:00,1901.17,1906.56,-1,6.026600629930655,-170.3768955360748,-0.01703768955360748,WEAK_SIGNAL
ETHUSDT,A,2025-03-20 01:00:00,2025-03-20 10:00:00,2026.92,1982.53,1,5.147327404860701,-1127.2761801243635,-0.11272761801243635,TRAIL
ETHUSDT,A,2025-03-20 10:00:00,2025-03-20 18:00:00,1982.53,1967.81,1,5.27380810334793,-391.5726636231572,-0.03915726636231572,WEAK_SIGNAL
ETHUSDT,A,2025-03-29 02:00:00,2025-03-30 08:00:00,1895.27,1846.99,-1,5.14833381508136,1345.7655785474044,0.13457655785474043,TRAIL
ETHUSDT,A,2025-03-30 10:00:00,2025-03-30 19:00:00,1829.94,1814.22,-1,7.149513938304253,619.4968587610284,0.06194968587610285,WEAK_SIGNAL
ETHUSDT,A,2025-03-30 21:00:00,2025-03-31 06:00:00,1805.89,1804.09,-1,7.570227299792914,75.53065057524654,0.007553065057524654,WEAK_SIGNAL
ETHUSDT,A,2025-03-31 07:00:00,2025-03-31 15:00:00,1798.92,1842.23,-1,7.744211111762176,-1820.6292550355815,-0.18206292550355815,TRAIL
ETHUSDT,A,2025-04-01 14:00:00,2025-04-01 22:00:00,1882.53,1911.9,-1,5.990233130104823,-920.2005702765813,-0.09202005702765813,TRAIL
ETHUSDT,A,2025-04-03 10:00:00,2025-04-03 21:00:00,1793.42,1812.46,-1,5.1448230328968325,-540.4667167626048,-0.05404667167626049,TRAIL
ETHUSDT,A,2025-04-03 21:00:00,2025-04-04 07:00:00,1812.46,1817.93,-1,5.746270778545755,-172.90050309222983,-0.017290050309222982,WEAK_SIGNAL
ETHUSDT,A,2025-04-04 10:00:00,2025-04-04 18:00:00,1783.89,1806.47,-1,5.835664362095235,-729.429779050356,-0.07294297790503561,WEAK_SIGNAL
ETHUSDT,A,2025-04-05 13:00:00,2025-04-05 22:00:00,1787.04,1797.31,-1,5.428885117040499,-310.21165047769136,-0.031021165047769136,TRAIL
ETHUSDT,A,2025-04-06 10:00:00,2025-04-06 18:00:00,1790.1,1618.28,-1,5.273586211074529,5599.20151510755,0.559920151510755,TRAIL
ETHUSDT,A,2025-04-06 18:00:00,2025-04-07 06:00:00,1618.28,1431.29,-1,6.318132584590275,8254.285378871758,0.8254285378871759,TRAIL
ETHUSDT,A,2025-04-07 06:00:00,2025-04-07 14:00:00,1431.29,1569.62,-1,9.728913081158806,-8574.053251848838,-0.8574053251848838,SL
ETHUSDT,A,2025-04-07 15:00:00,2025-04-08 01:00:00,1556.56,1591.32,-1,9.929466211545058,-2168.94305050717,-0.216894305050717,WEAK_SIGNAL
ETHUSDT,A,2025-04-08 07:00:00,2025-04-09 05:00:00,1570.83,1459.15,-1,10.0,7653.7710310797365,0.7653771031079737,WEAK_SIGNAL
ETHUSDT,A,2025-04-09 11:00:00,2025-04-09 17:00:00,1455.33,1632.94,-1,10.0,-10876.700919813353,-1.0876700919813354,SL
ETHUSDT,A,2025-04-10 15:00:00,2025-04-11 01:00:00,1495.98,1543.13,-1,9.065801276460142,-2770.0357726510174,-0.2770035772651017,WEAK_SIGNAL
ETHUSDT,A,2025-04-13 13:00:00,2025-04-13 17:00:00,1574.26,1636.77,-1,5.1740768535949435,-1976.035387490117,-0.1976035387490117,SL
ETHUSDT,A,2025-04-23 07:00:00,2025-04-24 03:00:00,1792.11,1768.18,1,5.169823805358989,-690.3252794875305,-0.06903252794875304,TRAIL
ETHUSDT,A,2025-04-24 03:00:00,2025-04-24 11:00:00,1768.18,1755.1,1,6.808657116822262,-503.6661148075188,-0.05036661148075188,WEAK_SIGNAL
ETHUSDT,A,2025-04-25 16:00:00,2025-04-26 00:00:00,1801.75,1796.42,1,6.464891117203019,-191.24667492544282,-0.01912466749254428,WEAK_SIGNAL
ETHUSDT,A,2025-04-26 03:00:00,2025-04-26 11:00:00,1797.48,1785.85,1,6.493974225917464,-420.1711298452331,-0.04201711298452331,TRAIL
ETHUSDT,A,2025-04-27 01:00:00,2025-04-27 09:00:00,1804.6,1810.65,1,6.432710658061295,215.65942303707916,0.021565942303707918,TRAIL
ETHUSDT,A,2025-04-29 08:00:00,2025-04-29 21:00:00,1832.5,1800.57,1,5.130996298560824,-894.0393550507343,-0.08940393550507343,TRAIL
ETHUSDT,A,2025-05-08 16:00:00,2025-05-09 09:00:00,2050.59,2341.6,1,5.340604251609409,7579.132070578967,0.7579132070578967,TRAIL
ETHUSDT,A,2025-05-09 09:00:00,2025-05-11 07:00:00,2341.6,2473.22,1,8.923542613886417,5015.872389988591,0.501587238998859,TRAIL
ETHUSDT,A,2025-05-11 07:00:00,2025-05-11 15:00:00,2473.22,2462.51,1,10.0,-433.0387106686651,-0.043303871066866506,WEAK_SIGNAL
ETHUSDT,A,2025-05-11 19:00:00,2025-05-12 03:00:00,2508.02,2520.0,1,10.0,477.6676422038051,0.04776676422038051,WEAK_SIGNAL
ETHUSDT,A,2025-05-12 07:00:00,2025-05-12 15:00:00,2554.77,2486.92,1,10.0,-2655.8163748595766,-0.26558163748595764,TRAIL
ETHUSDT,A,2025-05-13 07:00:00,2025-05-14 05:00:00,2460.72,2673.36,1,10.0,8641.373256607832,0.8641373256607832,WEAK_SIGNAL
ETHUSDT,A,2025-05-14 06:00:00,2025-05-14 14:00:00,2673.98,2583.86,1,10.0,-3370.2570699855605,-0.33702570699855605,TRAIL
ETHUSDT,A,2025-05-14 18:00:00,2025-05-15 02:00:00,2613.49,2591.13,1,10.0,-855.5609548917209,-0.08555609548917209,WEAK_SIGNAL
ETHUSDT,A,2025-05-15 16:00:00,2025-05-16 00:00:00,2599.02,2544.24,1,9.401982789183585,-1981.6723887906905,-0.19816723887906906,WEAK_SIGNAL
ETHUSDT,A,2025-05-16 01:00:00,2025-05-16 09:00:00,2566.8,2611.29,1,8.823515020063983,1529.3680194898168,0.15293680194898168,WEAK_SIGNAL
ETHUSDT,A,2025-05-16 12:00:00,2025-05-16 20:00:00,2598.5,2570.9,1,8.595262244525319,-912.9468460607941,-0.09129468460607941,WEAK_SIGNAL
ETHUSDT,A,2025-05-18 14:00:00,2025-05-18 18:00:00,2557.93,2463.01,1,6.009882722926765,-2230.155117850002,-0.2230155117850002,SL
ETHUSDT,A,2025-05-19 02:00:00,2025-05-19 15:00:00,2401.19,2466.63,-1,5.56170757278873,-1475.5279209419118,-0.14755279209419117,WEAK_SIGNAL
ETHUSDT,A,2025-05-21 07:00:00,2025-05-21 17:00:00,2551.87,2472.79,1,5.125885990281709,-1588.4628296562,-0.15884628296562,TRAIL
ETHUSDT,A,2025-05-21 17:00:00,2025-05-23 11:00:00,2472.79,2566.79,1,5.247510146809217,1994.774945709368,0.1994774945709368,TRAIL
ETHUSDT,A,2025-05-23 11:00:00,2025-05-23 19:00:00,2566.79,2560.98,1,6.890725024583645,-155.97346254594686,-0.015597346254594687,TRAIL
ETHUSDT,A,2025-05-28 11:00:00,2025-05-28 19:00:00,2656.99,2617.79,1,5.104560246978897,-753.1031794683903,-0.07531031794683903,TRAIL
ETHUSDT,A,2025-05-28 23:00:00,2025-05-29 12:00:00,2681.6,2693.26,1,5.114563204789958,222.38889829897585,0.022238889829897586,TRAIL
ETHUSDT,A,2025-05-29 12:00:00,2025-05-29 20:00:00,2693.26,2643.98,1,5.857823028172387,-1071.8368030874728,-0.1071836803087473,WEAK_SIGNAL
